titel,aktualitaet,preis,land,versand,link
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Ortega R-121-3/4OC  3/4  Konzertgitarre incl.Tasche,Brandneu |,"CHF 175,54",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/146899858377?_skw=gitarre&itmmeta=01K7XRR1CYMCHRRZWD3PWWNDPM&hash=item2233e9f3c9:g:UBYAAeSwfHto8QMI&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e7t3YHUXEmcd21%2FtecUU7WrBZRxrw%2Bg4vmC1KVbRuobO4GP1YcHjLmXUiTuNL6%2BIvsFh1Gl8KlZY8bVxfBTxrKNFPQeIizH8%2BgNZOtstlJ%2FPxzyEEHjm1TOh%2F35EFqd7Jt5b0fqwLgznEKwHqDrttpMCcwF47uaKG4CDbRLsCBQ1cSvGEexyRNfY%2Bz1SKM1LOTqR%2BcydK3H5U0H4mEPM11639v9XzBdzi4aO8Z2ZFw5Q%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
Alte Gitarre Jolana Star,Nur Ersatzteile |,"CHF 269,86",aus Deutschland,"+CHF 39,98 Versand",https://www.ebay.ch/itm/157398406792?_skw=gitarre&itmmeta=01K7XRR1CY1F1RE9407PPS8ZA5&hash=item24a5ad1688:g:OOUAAeSwXj1oohky&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1czFzukV%2Fw0C%2BYdNAFF1zWFa8bfAUY5FsWB50ZvguQ47usTnjjvQoeeB3xXgFXd8jbKHLsvLNUVpuIL9G6qjj6Hu8bylR5l%2F1Fvmz%2FBJfrEU%2Fz2ARiE8Wu0L3CvSTegliRLdPvxYCvVBX7j03X0HDj2%2BHN%2FlPLwx0rT2nEu0PmEmhWBIycOFkesd%2B%2Ft96YzHNDLSCYbZqY81kStFbnkayIJ345vee14usGv4poYIG3GvGXrmT8eSNK42OKOij2wEbwkvDoxCyiJgS8TVh6uCT6P%7Ctkp%3ABk9SR_iW4Li_Zg
AKUSTIKGITARRE KONZERTGITARRE 4/4 KLASSIK MATT FINISH EINSTEIGER MODELL 39 ZOLL,Brandneu |,"CHF 33,59",aus Deutschland,"+CHF 27,63 Versand",https://www.ebay.ch/itm/144287407464?_skw=gitarre&itmmeta=01K7XRR1CYWAKYJ1TYAZKQC00Q&hash=item2198331d68:g:h3gAAOSwQY9eS7ZX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1czDRevLlGFPH9AnW9rQsI3oW%2F5nNEUAQBP%2FH%2BY01uWnQFHqoGVGxFwGSfTglvVoBy70lX9%2BUKv8HZg3ueLvqiqLuDb1K5yJF457TFcuOxuHA350jxcUsQ3AgUOWIfYDshhhB3flBSfuSkzFqR2qMHtgu3QkC7Y%2Bo6KJLWvyzenduIGO5qW7bE%2BbuhbD9IrEVpAYt2FeMgBzmCQ0pKWHbeHHBV3RUSfqIwAWpZ%2BpXnrewBfFBOIuWgAQrfX5kNlZxJ%2BPj0JPY5Q8r8o3RqnY5U0%7Ctkp%3ABk9SR_iW4Li_Zg
4/4 SPRUCE FLAMENCA GUITAR Flamenca Gitarre,Brandneu |,"CHF 134,34",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/226903789414?_skw=gitarre&itmmeta=01K7XRR1CY5DW4BR5BYV2M9DMP&hash=item34d4850f66:g:s70AAeSwAupo75yu&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cPbc6sUrXyCxgJiZJ%2F%2Bq%2BqTC4Mk8Yt9wpmbSW%2FwaosX5kVEpqG2rwG6gEgqQRAr6K9lpzaUzs94g5FhTCd38cAh3Qjtc3NsW2IL4LP4G71fGyPFcCfYxBmKoWQyTLD8jKOarAKHgAhdH6cKYDbNrt59yV4MbkNLstfIyIqEfA6Ib46QYv7UE%2FsDyECwyfHjwblucNrwVjzZqj99%2BtTp7gfOY6dvwLvgWO9YXCX7GoOqR1xKNm8JrEU%2BtJ1TIqCpUBE15tIvfbrpm3K8SjxYipC%7Ctkp%3ABFBM-JbguL9m
GEWA PURE Klassikgitarre Basic 3/4 schwarz,Brandneu |,"CHF 66,35",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857369?_skw=gitarre&itmmeta=01K7XRR1CY8ZFMB8EYAKZV3ARB&hash=item1fce57f659:g:Ut0AAeSwWyNo8QJb&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fRgrGdjV5vdDBH3CZHcC8qBNijZZ3xXuJ%2BF%2BQJDbbp54QcgA5qCQHrpcHf94PYXIaQIBVEGNbvUjVKWQRoZPKkr7mJf%2BbwZaSjyQVid2WK%2FV5m0EQpHgADIS7GWcNCt77SK%2F5E7U2q2%2FlcuH0jbGqYMcvYmux8cx4Yde%2BBdJO0o1GcBqeiZK61pc5RbP7QWcFc%2FN%2F1kROlzjq1qMUjoy3qhl3LmcYfnzUofxaMaXTc3Q%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
Gewa Klassikgitarre Student Natural 4/4,Brandneu |,"CHF 113,39",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857262?_skw=gitarre&itmmeta=01K7XRR1CY8ZEPK1ZZ6HJQP59D&hash=item1fce57f5ee:g:mU0AAeSw7H5o8QKU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1crKVDWO%2BGWsJIa5V9C8%2B7y4Dm5QeZxXGaPXvmlpAR9Lg3EpzcjzPsJumJ2oArcIDEx4wCWpJF6rEsjd%2BvkAo5XAkv16J2gg0cYTDze8Q4wzla0sMLcs8vyTEd79Hu4NzPOWLdJqRiXdN%2FtVRgGk%2FigEygpIbTxB%2Bt19JOsUl%2FDnwke%2BbuZSf9%2Bb%2BMMykTsvoVdPab%2FdPMjCh2Vkx9oK%2FRQw5ni%2Fwr6BHnYe1pWJNHPsrl3q6RPy6iNxvehEQCUkiHiMyt0q8PKYQt85nvfwIa0%7Ctkp%3ABk9SR_iW4Li_Zg
La Mancha Rubinito CM/41  1/8 Konzertgitarre,Brandneu |,"CHF 133,54",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857443?_skw=gitarre&itmmeta=01K7XRR1CYWTA25GH6JFENZDW6&hash=item1fce57f6a3:g:dXoAAeSwpFxo8QMP&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fu%2Bm02kp%2FpT0cTQ7y05AGN5H7WPhDq%2BNKFm4jALeNWn4hjI%2BtD6exUVMQF%2FSAyKkdsLZpT4BnNYQXEszT3HsvGGiqou1EfX%2FA9vkxFAFojHo0XqAhxtyK%2Fvz1r%2BuRkxz5ZWK5jomEoAevqHV8MoHjrbUlmSR%2F70nNHI%2FRQYgqFN2GlifuyB9puBXybr%2Br42CLxAc1TU%2FQ50e7lzWo9b%2BEczWTHEMHmGo%2FE8Y3QEtYguQ%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
AKUSTIKGITARRE KONZERTGITARRE 4/4 KLASSIK SATIN FINISH EINSTEIGER MODELL 39 ZOLL,Brandneu |,"CHF 33,59",aus Deutschland,"+CHF 27,63 Versand",https://www.ebay.ch/itm/143535914560?_skw=gitarre&itmmeta=01K7XRR1CYEYYJBFEKHEKQWE8V&hash=item216b683e40:g:h3gAAOSwQY9eS7ZX&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e9Qee%2BQz1ZWA0e87jrNiWGvJLUoOrp0t%2BKBErqp21oKOHqpRgWIk%2BmrUGCiJDWlzZM7dB%2FE2aIvyWqclJB33fcSIlO3WgmaTq8I7%2B9NebwtuXzvx02MQD2ccaUjzSBF%2Bu6KFTuneH3ELhFaMbgJqeugiQ6714xFevEiLhJ5cz3mghEMPlXEvm3fVY5%2B%2FF1YkDerM0HtRwLSrXPUISTjH6R9fDt3JyjA50Qnp387U4cGg%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
GEWA PURE Klassikgitarre Basic 4/4 schwarz,Brandneu |,"CHF 66,35",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857353?_skw=gitarre&itmmeta=01K7XRR1CYJVQWWNWS4PTJGMFP&hash=item1fce57f649:g:qBMAAeSwihFo8QJd&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1epw4%2F7f4OvTeRf8CJZZAr0Fs9y6dQj6IoY7mJL%2FbFRryIxC5zXyT2LfiN%2FmURKo64rfz3EDBCri650VhUqbu%2FdharU257k1akJBJoWqJB1trOcPs7g9BtE8wZ6%2B1ZWgjq6BHzuOBPWqMLuPmwsBRESSQCg67mYBUJbE0Fz4J%2BG0YaC%2FaDJQqLjuW5Isnr5qIYV8zld%2BzB7JOgQXUJ8iZ0%2BiW2MHqQdfM6pFHOWTaADqQ%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
Ortega R-121SNOC Slim Neck Konzertgitarre incl.Tasche,Brandneu |,"CHF 217,53",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/146899858378?_skw=gitarre&itmmeta=01K7XRR1CYVVMX3CCAP6H377C7&hash=item2233e9f3ca:g:3CUAAeSwkZ1o8QLR&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eNyRzdoigWJNXzvhTYqip19XPcgqv4bZRaXX1y6f5qszMXpR3E9Num%2FDfGPowdGjhMQMCxI8QCNaZBbbbPZXMSv0q0FKxT6zBwM3YQ09FlMw0dwP1jeYGawux1X83hSayATNKeOy2x56FnM0vcRqWUar69tLjU9rGMXILn%2BxrCXpjD%2BxAdK%2BvdFebpsVkSX%2F1IDNDxJpni42WSfhpRuRi4%2FbLg3FCEGoK5Nnuldbe8A5F6CpLGRLZze0Q9kfux1dt%2Fkyk6rCd4h9yqfqn%2BRLaj%7Ctkp%3ABk9SR_iW4Li_Zg
GEWA PURE Klassikgitarre Basic 4/4 transparent walnußfarbig,Brandneu |,"CHF 66,35",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/146899858387?_skw=gitarre&itmmeta=01K7XRR1CY5MGN8E3QNJHRG5HW&hash=item2233e9f3d3:g:qOEAAeSwrNFo8QMI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f%2B0tausnc11VjjaXuaY1Gz3qhFdLBOaIpgWO9rOjBc0LJCWzM0%2FQ5G8xGq%2FCNzyVvYCE38oekvJwrguXBJ3rnJ4%2Fz6HsZP6Nr3%2B5n1NSsQEB6x%2FDLyZHDOTLLRtH19AH6Ys77Nni6TVyD0Fb3XXNd9KID6daLXxEOk3PSPOJLv4qotIegrrf%2F2aWMCvKAcU7y3oA9HA5LHcX49%2BTS1zxoxj3ZQiXBVuqLsF8zHxaUXSrxUDHKrURTw91kTAZTN6qzLOorISKega6roUew%2FBKaK%7Ctkp%3ABk9SR_iW4Li_Zg
GEWA PURE Klassikgitarre Basic 1/2 walnußfarbig,Brandneu |,"CHF 57,95",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857325?_skw=gitarre&itmmeta=01K7XRR1CYYJ4YKEPZ3PVSYE1T&hash=item1fce57f62d:g:ES8AAeSw81xo8QMJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cV41he1TwiEv0SHyYum4uztB2H3LVZUJvN0DPy6wet%2BygnHUuhMsFbnuPREPGTzf7%2BfwPktszzOldrjrqFdPvE4d3xIQf6iZ53JigcnR%2BW2WcumV5GV%2FvkWr4rlEz1pDn1ulR1vaFrwSLNEWwuuqzg87Dt4KXMUeZ%2FBjqKH9yFKlBhjoO7JeIc9%2BlKygHOFcQFqANkBu0O06RS1injYgXd%2Bxq6hvjXNdacnemH7rpWxy7wxS0H8V98j03oKVItAG1d9CdELrwPO88vv5H9TG2k%7Ctkp%3ABk9SR_iW4Li_Zg
GEWA PURE Klassikgitarre Basic 3/4 transparent rot,Brandneu |,"CHF 66,35",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/136605857366?_skw=gitarre&itmmeta=01K7XRR1CYQ93WAP00F0YNV1D7&hash=item1fce57f656:g:VVYAAeSwOito8QJc&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1criuMGtdO%2F%2BQzZ%2F7fdMYoLCo13bJ2ucasre3tARGJwsPrru3ZvuV57UFqSanai%2FyHpZfEzXCUN2sjbpDuVhWRTRaxBwhwMAsD72yxzmEeiKM%2FL%2Bu6PhuonIrXqybfyqrZ%2BABOoY7IoKZ2j9eEfW2o2thGMRDxGj5A1OXSezqrlCEeAMoBA6aduw%2F63YO6dcFPKYEuT55AqUkJDQH8aSarAAIuQQp7wwi83Bx83eLj0Zr1XWchn1bHcDkIJQw9IuR%2Fu6GFga5%2Fbj%2FhR0nwirudY%7Ctkp%3ABk9SR_iW4Li_Zg
GEWA PURE Klassikgitarre Basic 1/2 schwarz,Brandneu |,"CHF 57,95",aus Deutschland,"+CHF 8,32 Versand",https://www.ebay.ch/itm/146899858379?_skw=gitarre&itmmeta=01K7XRR1CY8Z6BTB73G39MRH3R&hash=item2233e9f3cb:g:iZUAAeSwYdBo8QJc&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e9XoZzPKYjFY86XtCMc4GIFHlJVtA0YT7a4o2yQSxSAGT4NFS7dxrmu9SvymJ%2B6MyanYjgj55tgiUASJloozrnaOiwWXviC8N3FZHFyM64CFuXtjfELfAfvuPJ5Mal5fPzbcJ%2F4qWD0krVne12ZF4CYS3rAMHgT7iO%2BByWxwIuOy0YKB3kxpATqkfkKpU148Upx3%2BbCPt5rtvUDQJKVstwazFI4w1xHxK9iI%2FzWmiVCw%3D%3D%7Ctkp%3ABk9SR_iW4Li_Zg
"Gitarre,4/4, Tasche+Band-IM SET-Kapodaster+extra Saiten+Stimmpfeife!Modell, 22",Brandneu |,"CHF 41,15",aus Deutschland,"+CHF 30,15 Versand",https://www.ebay.ch/itm/191542499532?_skw=gitarre&itmmeta=01K7XRR1CYCCGXC4V9TQ12NG8B&hash=item2c98d298cc:g:SvsAAOSw5cNYkxtg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cXlDJJ8QnKIkFVzGLvoJGVDTJNmgm0g7JbURaQp1guwqwws9ZB%2FcHXCQ7%2BOmG0n1Up2wCJibrV7gTAEFwLj6LCX%2F0bRWHRPtcRAmPBmqYo5optGHzW3b1%2B9Rj0Dsf78MlZ1CoEK4Q2QDsYIusQF1DVaH8DmxXKyGC9NRfcQrodQrfC1ObGiLjXqP8BEMXGBMeFzTgywpi3dyxBTfL%2BIViwfcFqbuEL%2BWylGVHB4dLQQQ%3D%3D%7Ctkp%3ABk9SR_qW4Li_Zg
